ID,FirstName,LastName,Email,Phone,Department,Position,Salary,StartDate,City,State,Country,EmployeeType,PerformanceScore,YearsExperience,Skills
EMP002186,Sarah,Smith,user2186@company.com,+1-388-647-3397,Finance,Coordinator,102999.1,2019-03-24,New York,IL,USA,Part-time,4.54,25,"JavaScript, Python"
EMP002187,Lisa,Garcia,user2187@company.com,+1-583-710-8658,Marketing,Developer,140212.96,2019-05-31,Chicago,TX,Germany,Full-time,4.62,30,"Python, SQL, Communication"
EMP002188,Emily,Brown,user2188@company.com,+1-690-186-1923,Marketing,Developer,122491.8,2023-08-01,Phoenix,TX,UK,Intern,4.99,5,JavaScript
EMP002189,Jane,Williams,user2189@company.com,+1-569-147-5992,Finance,Manager,60410.67,2026-02-15,Los Angeles,PA,Germany,Part-time,3.59,0,"JavaScript, Excel"
EMP002190,Lisa,Jones,user2190@company.com,+1-757-753-3446,Engineering,Developer,79441.79,2024-12-26,Chicago,IL,France,Intern,3.1,26,"SQL, Communication"
EMP002191,Emily,Brown,user2191@company.com,+1-339-510-7306,Sales,Specialist,146495.59,2023-02-08,Houston,AZ,Germany,Full-time,4.61,29,"Excel, Communication"
EMP002192,Robert,Brown,user2192@company.com,+1-617-690-5115,Marketing,Specialist,57620.08,2024-03-05,Houston,NY,Canada,Contract,4.34,0,SQL
EMP002193,Lisa,Jones,user2193@company.com,+1-991-122-6817,Finance,Analyst,35192.98,2021-02-06,New York,AZ,Germany,Intern,3.25,19,"Python, Excel, Communication"
EMP002194,David,Jones,user2194@company.com,+1-724-856-6353,Finance,Specialist,82956.17,2018-12-24,New York,CA,Canada,Intern,4.79,16,"Excel, JavaScript"
EMP002195,Emily,Williams,user2195@company.com,+1-280-608-4833,Engineering,Manager,132766.39,2019-01-13,Phoenix,PA,Germany,Full-time,3.76,18,"Communication, SQL"
EMP002196,Robert,Johnson,user2196@company.com,+1-267-106-8710,Engineering,Developer,108865.19,2021-07-24,Phoenix,CA,Canada,Full-time,3.31,26,"SQL, JavaScript"
EMP002197,Lisa,Garcia,user2197@company.com,+1-483-642-7345,HR,Specialist,55381.98,2025-01-17,New York,AZ,Germany,Part-time,4.58,25,"JavaScript, Communication, Excel"
EMP002198,Lisa,Brown,user2198@company.com,+1-227-850-9723,Sales,Analyst,113414.7,2017-09-07,Los Angeles,TX,Germany,Part-time,3.23,14,"SQL, Excel, JavaScript"
EMP002199,Jane,Garcia,user2199@company.com,+1-827-139-7894,HR,Developer,87058.89,2025-12-26,Phoenix,IL,Germany,Part-time,3.35,28,"Excel, Communication"
EMP002200,Lisa,Brown,user2200@company.com,+1-793-556-3246,Sales,Analyst,142391.96,2023-10-08,Houston,PA,UK,Intern,4.41,5,"SQL, Excel, Python"
EMP002201,David,Johnson,user2201@company.com,+1-862-150-6836,Finance,Coordinator,109349.74,2017-12-18,New York,NY,USA,Intern,4.33,18,"Communication, SQL"
EMP002202,Lisa,Jones,user2202@company.com,+1-731-220-6141,Finance,Coordinator,65109.82,2021-10-31,Los Angeles,TX,UK,Part-time,3.04,2,"Communication, JavaScript"
EMP002203,David,Williams,user2203@company.com,+1-229-294-9001,Finance,Specialist,148396.56,2021-10-15,Houston,NY,Canada,Contract,2.72,17,Communication
EMP002204,Emily,Miller,user2204@company.com,+1-895-248-2855,Sales,Coordinator,37646.05,2020-07-20,Houston,PA,USA,Full-time,4.37,27,JavaScript
EMP002205,David,Smith,user2205@company.com,+1-789-613-2474,IT,Coordinator,48918.25,2026-01-22,Houston,CA,USA,Contract,3.13,26,"Excel, JavaScript"
EMP002206,David,Garcia,user2206@company.com,+1-844-998-6670,HR,Developer,46199.44,2019-02-23,Chicago,AZ,Germany,Contract,4.23,2,"Excel, Python"
EMP002207,David,Miller,user2207@company.com,+1-538-980-1986,IT,Coordinator,70019.0,2019-08-21,Phoenix,CA,Canada,Contract,3.27,7,"Communication, Python, JavaScript"
EMP002208,Michael,Smith,user2208@company.com,+1-795-143-4271,Finance,Specialist,112407.66,2022-10-04,Phoenix,PA,France,Part-time,4.48,5,"Communication, SQL"
EMP002209,David,Miller,user2209@company.com,+1-239-654-1044,HR,Developer,138392.47,2022-01-15,Los Angeles,PA,France,Full-time,4.24,20,Python
EMP002210,Robert,Miller,user2210@company.com,+1-902-343-9297,HR,Developer,126833.68,2023-05-26,Los Angeles,PA,UK,Contract,4.22,29,Communication
EMP002211,Jane,Smith,user2211@company.com,+1-378-665-3243,Marketing,Developer,59300.45,2020-12-26,New York,AZ,Canada,Intern,4.11,28,Excel
EMP002212,Robert,Garcia,user2212@company.com,+1-892-738-8053,IT,Coordinator,92354.11,2022-02-26,Houston,TX,France,Contract,3.21,2,Excel
EMP002213,Robert,Brown,user2213@company.com,+1-504-925-2338,IT,Developer,112052.39,2025-07-17,Chicago,AZ,USA,Intern,4.61,9,"Python, SQL"
EMP002214,Lisa,Jones,user2214@company.com,+1-456-232-2469,Finance,Specialist,44651.61,2017-03-11,Chicago,CA,UK,Part-time,4.92,4,"Communication, JavaScript"
EMP002215,John,Williams,user2215@company.com,+1-900-602-9656,Marketing,Analyst,45281.93,2022-12-02,Phoenix,PA,France,Part-time,3.96,28,JavaScript
EMP002216,Emily,Brown,user2216@company.com,+1-795-848-1442,HR,Coordinator,74231.42,2022-10-21,Chicago,PA,UK,Part-time,3.79,1,Excel
EMP002217,David,Jones,user2217@company.com,+1-329-434-3138,HR,Analyst,79366.6,2016-05-25,New York,CA,France,Contract,4.19,26,"JavaScript, Python, Excel"
EMP002218,Lisa,Williams,user2218@company.com,+1-589-430-9133,HR,Specialist,84914.62,2018-08-14,Phoenix,TX,France,Contract,4.19,18,"JavaScript, SQL"
EMP002219,Robert,Miller,user2219@company.com,+1-590-405-1181,Finance,Coordinator,39365.94,2020-08-30,Chicago,NY,Canada,Full-time,3.63,17,Python
EMP002220,Robert,Williams,user2220@company.com,+1-354-510-1717,Marketing,Developer,134759.4,2020-09-26,Phoenix,PA,Germany,Full-time,4.94,20,"Python, Excel"
EMP002221,Emily,Johnson,user2221@company.com,+1-942-187-4462,Engineering,Specialist,36277.97,2023-07-06,New York,CA,Canada,Intern,2.88,13,"Python, Communication, JavaScript"
EMP002222,Sarah,Brown,user2222@company.com,+1-874-831-3568,IT,Manager,94436.51,2020-07-22,Chicago,NY,UK,Part-time,4.83,0,"SQL, Python, Excel"
EMP002223,John,Smith,user2223@company.com,+1-721-502-7445,Sales,Manager,138029.59,2023-10-25,Phoenix,TX,UK,Full-time,4.24,27,"Excel, SQL"
EMP002224,Sarah,Johnson,user2224@company.com,+1-820-260-5327,Sales,Coordinator,127605.53,2017-12-21,Phoenix,IL,USA,Full-time,3.56,14,"Communication, Python"
EMP002225,Jane,Garcia,user2225@company.com,+1-211-278-1852,IT,Analyst,55275.65,2021-09-24,Los Angeles,IL,USA,Contract,4.71,17,"JavaScript, SQL, Excel"
EMP002226,Lisa,Johnson,user2226@company.com,+1-805-649-7430,Marketing,Manager,73691.86,2016-11-30,Chicago,IL,USA,Part-time,4.44,8,"JavaScript, Python"
EMP002227,Emily,Johnson,user2227@company.com,+1-428-760-9635,Engineering,Analyst,91950.9,2017-01-23,Chicago,IL,Germany,Full-time,2.71,16,Communication
EMP002228,Robert,Miller,user2228@company.com,+1-958-744-2141,IT,Specialist,70609.46,2017-04-16,Houston,TX,UK,Intern,3.61,3,"Communication, JavaScript"
EMP002229,Jane,Garcia,user2229@company.com,+1-953-514-3807,Finance,Analyst,38358.42,2020-04-05,Chicago,CA,Germany,Full-time,3.19,15,"JavaScript, SQL"
EMP002230,Sarah,Garcia,user2230@company.com,+1-971-577-2474,Engineering,Coordinator,95071.18,2019-08-03,New York,NY,USA,Contract,4.68,25,SQL
EMP002231,Robert,Jones,user2231@company.com,+1-545-118-8066,IT,Developer,54867.75,2023-03-25,Phoenix,TX,USA,Intern,3.06,3,"JavaScript, Python, SQL"
EMP002232,David,Miller,user2232@company.com,+1-595-854-9740,IT,Specialist,78952.1,2023-03-02,New York,PA,UK,Intern,2.99,21,JavaScript
EMP002233,Michael,Smith,user2233@company.com,+1-548-893-3423,Finance,Coordinator,134597.63,2026-02-16,Chicago,AZ,UK,Full-time,2.96,3,"Python, Communication, SQL"
EMP002234,Robert,Williams,user2234@company.com,+1-280-934-2688,Marketing,Coordinator,111378.83,2022-09-16,Los Angeles,NY,Germany,Contract,4.95,15,"Excel, JavaScript, SQL"
EMP002235,Lisa,Johnson,user2235@company.com,+1-846-556-7182,Marketing,Specialist,39634.05,2020-10-30,Chicago,IL,UK,Full-time,4.56,10,JavaScript
EMP002236,John,Johnson,user2236@company.com,+1-357-867-2297,Engineering,Manager,56503.01,2020-05-12,Phoenix,TX,UK,Contract,4.17,28,"SQL, Python"
EMP002237,Michael,Jones,user2237@company.com,+1-946-785-7864,HR,Analyst,122908.37,2024-04-11,Los Angeles,NY,Canada,Intern,3.01,30,"JavaScript, Communication, Excel"
EMP002238,David,Miller,user2238@company.com,+1-351-904-2833,Finance,Developer,113462.75,2017-11-24,Phoenix,NY,Canada,Contract,3.12,13,"JavaScript, Communication, Excel"
EMP002239,Lisa,Williams,user2239@company.com,+1-751-189-4190,HR,Developer,68234.78,2018-07-20,New York,IL,Canada,Part-time,3.79,27,"Communication, JavaScript, SQL"
EMP002240,David,Williams,user2240@company.com,+1-579-665-4834,IT,Developer,58017.53,2017-10-31,Chicago,TX,France,Part-time,4.93,26,"Excel, SQL"
EMP002241,Robert,Williams,user2241@company.com,+1-270-252-5776,HR,Coordinator,137610.29,2023-09-11,Phoenix,CA,France,Contract,3.24,13,Python
EMP002242,Michael,Smith,user2242@company.com,+1-580-234-1402,Marketing,Specialist,137002.45,2021-07-05,New York,PA,Germany,Contract,4.69,13,"Excel, Python, Communication"
EMP002243,Emily,Johnson,user2243@company.com,+1-845-393-6959,Finance,Specialist,67290.12,2017-08-21,Los Angeles,AZ,France,Part-time,3.21,22,"Python, SQL"
EMP002244,Robert,Williams,user2244@company.com,+1-233-707-6699,IT,Coordinator,99368.1,2022-06-25,New York,CA,Germany,Full-time,4.74,14,"Excel, SQL, Communication"
EMP002245,Michael,Miller,user2245@company.com,+1-989-345-5296,HR,Specialist,111167.61,2023-01-02,Chicago,TX,USA,Intern,3.87,10,"SQL, Python"
EMP002246,Michael,Johnson,user2246@company.com,+1-815-154-6588,Sales,Manager,108401.62,2022-04-23,Houston,AZ,USA,Contract,3.47,10,"Excel, JavaScript"
EMP002247,John,Jones,user2247@company.com,+1-842-553-5425,HR,Developer,38029.43,2018-05-30,New York,CA,France,Intern,4.76,15,Communication
EMP002248,Lisa,Jones,user2248@company.com,+1-944-949-2273,Sales,Specialist,87374.52,2020-01-11,Phoenix,PA,Germany,Part-time,3.09,4,"SQL, Python, Excel"
EMP002249,Jane,Miller,user2249@company.com,+1-868-958-3851,Marketing,Coordinator,65290.53,2025-10-23,Chicago,PA,Germany,Part-time,4.59,18,Communication
EMP002250,Jane,Garcia,user2250@company.com,+1-354-295-4043,Engineering,Analyst,41178.65,2020-10-09,New York,NY,USA,Contract,2.59,22,"Excel, Communication"
EMP002251,Jane,Smith,user2251@company.com,+1-251-313-6087,Engineering,Coordinator,41630.24,2024-10-13,Houston,TX,France,Full-time,3.86,19,Communication
EMP002252,Lisa,Smith,user2252@company.com,+1-761-638-4065,IT,Developer,105224.43,2018-09-27,Houston,NY,France,Part-time,2.96,21,"JavaScript, Excel"
EMP002253,Emily,Smith,user2253@company.com,+1-317-622-1699,Engineering,Specialist,131748.38,2024-02-17,Houston,PA,France,Part-time,2.72,19,"Python, Communication"
EMP002254,Emily,Williams,user2254@company.com,+1-670-290-8580,HR,Coordinator,47333.39,2018-05-02,Houston,IL,USA,Contract,4.93,20,JavaScript
EMP002255,Lisa,Smith,user2255@company.com,+1-500-564-6919,HR,Coordinator,137602.79,2024-02-14,Phoenix,CA,France,Contract,3.87,3,"Excel, Python"
EMP002256,Michael,Brown,user2256@company.com,+1-312-541-7837,Marketing,Developer,108416.09,2017-01-30,New York,TX,UK,Contract,4.58,18,"SQL, Excel, JavaScript"
EMP002257,John,Smith,user2257@company.com,+1-618-858-6706,Engineering,Developer,86150.92,2020-09-22,Chicago,IL,Canada,Contract,3.47,16,"SQL, Excel, Communication"
EMP002258,Lisa,Johnson,user2258@company.com,+1-816-603-2436,IT,Specialist,98436.21,2017-12-31,Chicago,CA,Canada,Full-time,4.89,25,"Excel, Communication, JavaScript"
EMP002259,Sarah,Garcia,user2259@company.com,+1-981-964-2073,Finance,Analyst,97480.72,2022-04-29,Los Angeles,IL,USA,Part-time,3.88,23,"Python, JavaScript, SQL"
EMP002260,Sarah,Johnson,user2260@company.com,+1-862-708-3266,Finance,Manager,95124.58,2016-12-09,Phoenix,PA,France,Intern,3.89,24,"Excel, JavaScript"
EMP002261,Lisa,Garcia,user2261@company.com,+1-961-151-3879,Marketing,Manager,145867.4,2020-09-24,Chicago,IL,France,Intern,3.43,8,Excel
EMP002262,Jane,Smith,user2262@company.com,+1-252-262-5298,HR,Specialist,49126.67,2021-07-19,Houston,CA,Germany,Full-time,2.87,1,JavaScript
EMP002263,Sarah,Miller,user2263@company.com,+1-692-664-4721,Marketing,Coordinator,62649.06,2018-02-09,Los Angeles,NY,USA,Part-time,3.45,29,Excel
EMP002264,Jane,Miller,user2264@company.com,+1-649-936-7756,Engineering,Manager,113439.02,2017-07-14,Chicago,IL,USA,Part-time,3.14,10,"JavaScript, SQL"
EMP002265,Emily,Garcia,user2265@company.com,+1-890-556-2879,Marketing,Coordinator,45906.18,2025-08-18,New York,NY,Germany,Full-time,4.18,14,"Excel, JavaScript, SQL"
EMP002266,Michael,Williams,user2266@company.com,+1-950-273-2926,Sales,Analyst,128257.67,2022-05-12,Chicago,CA,France,Intern,4.95,13,JavaScript
EMP002267,Emily,Jones,user2267@company.com,+1-997-592-9324,HR,Manager,53324.36,2019-03-07,Chicago,AZ,Germany,Contract,3.24,4,SQL
EMP002268,Lisa,Brown,user2268@company.com,+1-426-122-7128,Sales,Coordinator,123333.53,2019-02-15,New York,PA,USA,Part-time,4.86,1,Communication
EMP002269,Emily,Garcia,user2269@company.com,+1-772-556-8582,Engineering,Developer,59844.56,2021-05-23,Chicago,IL,Canada,Part-time,3.08,25,JavaScript
EMP002270,Jane,Miller,user2270@company.com,+1-377-812-7318,Finance,Specialist,61848.13,2022-08-17,New York,IL,Germany,Part-time,2.89,7,SQL
EMP002271,Lisa,Williams,user2271@company.com,+1-463-144-4304,IT,Specialist,116834.06,2024-09-19,Los Angeles,TX,Germany,Contract,4.52,28,"Python, JavaScript, SQL"
EMP002272,Emily,Johnson,user2272@company.com,+1-609-269-3073,Sales,Manager,85416.0,2022-08-18,New York,CA,UK,Contract,4.48,4,Python
EMP002273,Lisa,Williams,user2273@company.com,+1-334-577-3850,Finance,Manager,67691.53,2022-05-07,Los Angeles,TX,USA,Full-time,3.3,15,"JavaScript, Excel"
EMP002274,Sarah,Jones,user2274@company.com,+1-950-472-8633,Marketing,Developer,68268.13,2019-03-20,New York,CA,France,Contract,4.28,22,Python
EMP002275,Emily,Jones,user2275@company.com,+1-833-503-4841,IT,Coordinator,121339.78,2017-05-09,Houston,IL,France,Part-time,3.45,9,"Python, JavaScript, Communication"
EMP002276,Sarah,Williams,user2276@company.com,+1-868-663-6753,Engineering,Coordinator,121917.64,2024-04-08,Chicago,TX,Germany,Full-time,2.83,23,"Python, Communication"
EMP002277,Lisa,Brown,user2277@company.com,+1-799-316-6161,Marketing,Analyst,71069.82,2018-06-15,Chicago,NY,Canada,Part-time,4.35,23,"Excel, JavaScript"
EMP002278,Jane,Williams,user2278@company.com,+1-376-204-9599,Finance,Developer,79791.95,2021-11-10,Chicago,IL,USA,Intern,3.86,24,"SQL, Excel, Python"
EMP002279,John,Jones,user2279@company.com,+1-335-233-2911,Finance,Analyst,118611.76,2018-03-29,Los Angeles,AZ,Canada,Intern,4.99,23,Communication
EMP002280,Emily,Jones,user2280@company.com,+1-674-650-5313,Marketing,Specialist,98627.27,2016-09-14,Phoenix,CA,UK,Full-time,3.7,6,"Excel, Communication, JavaScript"
EMP002281,Jane,Smith,user2281@company.com,+1-821-106-7136,Marketing,Coordinator,80969.92,2019-02-15,Chicago,IL,France,Full-time,4.84,14,"JavaScript, Excel"
EMP002282,Jane,Garcia,user2282@company.com,+1-284-370-2362,Sales,Developer,49472.05,2022-02-12,Chicago,IL,France,Full-time,4.68,18,Python
EMP002283,Michael,Brown,user2283@company.com,+1-539-638-6236,Finance,Coordinator,112866.29,2017-12-24,Chicago,PA,UK,Contract,3.17,10,"Excel, SQL, Python"
EMP002284,David,Jones,user2284@company.com,+1-739-417-4701,Engineering,Developer,50998.34,2022-08-12,Phoenix,PA,UK,Part-time,4.32,16,Excel
EMP002285,John,Garcia,user2285@company.com,+1-644-377-3015,HR,Specialist,112600.57,2016-03-19,Chicago,IL,France,Part-time,2.94,25,"Python, SQL, Communication"
EMP002286,Robert,Jones,user2286@company.com,+1-853-541-8447,Marketing,Coordinator,88221.61,2016-07-25,Houston,CA,Canada,Intern,2.64,28,Communication
EMP002287,Sarah,Smith,user2287@company.com,+1-378-155-7866,Finance,Analyst,122872.66,2021-09-29,Los Angeles,TX,Canada,Contract,4.1,26,"JavaScript, Excel, SQL"
EMP002288,Robert,Garcia,user2288@company.com,+1-518-351-4083,Engineering,Manager,39279.81,2024-11-26,Phoenix,TX,France,Full-time,2.6,23,JavaScript
EMP002289,David,Smith,user2289@company.com,+1-375-471-5519,Engineering,Manager,130832.47,2016-11-28,Los Angeles,IL,France,Full-time,4.52,6,"Excel, Python, Communication"
EMP002290,Sarah,Williams,user2290@company.com,+1-531-696-2586,Engineering,Specialist,89597.35,2021-05-16,Los Angeles,TX,UK,Full-time,4.19,20,"Communication, JavaScript, SQL"
EMP002291,Robert,Garcia,user2291@company.com,+1-605-937-9986,Engineering,Coordinator,57414.71,2018-12-22,Houston,AZ,Germany,Full-time,3.52,9,"Communication, Python"
EMP002292,Michael,Williams,user2292@company.com,+1-309-246-5263,Finance,Manager,39465.15,2019-09-18,Phoenix,IL,Canada,Full-time,4.02,26,"SQL, Python"
EMP002293,John,Brown,user2293@company.com,+1-714-419-6437,Finance,Developer,130779.73,2020-09-29,Phoenix,PA,France,Full-time,4.52,20,"SQL, Communication, JavaScript"
EMP002294,John,Jones,user2294@company.com,+1-207-245-6182,Finance,Manager,147856.68,2020-03-01,Houston,PA,UK,Part-time,4.93,27,"JavaScript, Communication, SQL"
EMP002295,Michael,Garcia,user2295@company.com,+1-298-560-4575,Marketing,Manager,115051.12,2024-10-26,Houston,TX,France,Intern,2.69,4,Excel
EMP002296,Lisa,Miller,user2296@company.com,+1-869-437-1312,Sales,Analyst,90304.1,2022-09-04,New York,PA,USA,Part-time,4.67,26,"SQL, Python"
EMP002297,Emily,Jones,user2297@company.com,+1-238-905-5889,IT,Coordinator,104858.66,2020-03-16,New York,IL,Germany,Full-time,4.49,15,"Communication, JavaScript"
EMP002298,Robert,Brown,user2298@company.com,+1-732-635-2612,IT,Coordinator,147522.74,2021-07-28,Los Angeles,AZ,Canada,Part-time,4.65,21,Python
EMP002299,John,Jones,user2299@company.com,+1-235-602-2100,Finance,Analyst,104761.88,2024-12-01,Houston,CA,France,Contract,4.0,17,"SQL, JavaScript, Python"
EMP002300,Michael,Miller,user2300@company.com,+1-814-490-2699,Marketing,Specialist,41355.93,2018-04-16,Houston,CA,USA,Intern,3.56,16,JavaScript
EMP002301,Lisa,Garcia,user2301@company.com,+1-500-637-8577,Engineering,Coordinator,78085.38,2025-07-13,Chicago,CA,France,Intern,3.02,28,Excel
EMP002302,Lisa,Miller,user2302@company.com,+1-660-418-1503,Sales,Specialist,81492.37,2017-10-01,Houston,PA,Germany,Contract,4.81,20,"JavaScript, Excel"
EMP002303,Lisa,Brown,user2303@company.com,+1-981-634-7741,Engineering,Analyst,73725.19,2021-05-02,Chicago,TX,Germany,Intern,2.79,1,"Communication, JavaScript, SQL"
EMP002304,Lisa,Johnson,user2304@company.com,+1-616-325-8229,Finance,Specialist,112405.68,2025-02-09,Los Angeles,AZ,Canada,Intern,3.67,6,"Communication, JavaScript, Excel"
EMP002305,Michael,Williams,user2305@company.com,+1-245-979-5199,Sales,Developer,50034.08,2018-07-31,Chicago,IL,Germany,Full-time,4.42,8,Excel
EMP002306,Michael,Brown,user2306@company.com,+1-675-893-5438,Engineering,Analyst,139738.77,2023-11-12,New York,NY,UK,Intern,3.23,18,"SQL, JavaScript"
EMP002307,David,Garcia,user2307@company.com,+1-670-456-2717,Finance,Coordinator,132583.98,2020-08-12,Phoenix,NY,Canada,Contract,4.49,12,"Communication, Excel, JavaScript"
EMP002308,John,Johnson,user2308@company.com,+1-963-949-8481,Marketing,Manager,86490.25,2021-08-11,Chicago,TX,Germany,Intern,4.44,22,"Communication, Python, Excel"
EMP002309,Emily,Johnson,user2309@company.com,+1-370-918-8559,Sales,Analyst,92559.86,2021-09-09,Houston,TX,Germany,Full-time,3.39,16,"Excel, Communication, SQL"
EMP002310,Sarah,Brown,user2310@company.com,+1-660-624-5318,IT,Coordinator,62489.83,2019-10-22,Houston,NY,France,Part-time,3.63,7,"Python, Excel, Communication"
EMP002311,Michael,Williams,user2311@company.com,+1-478-413-6669,Finance,Manager,53902.11,2024-09-08,Los Angeles,CA,Canada,Contract,3.49,5,"Python, SQL"
EMP002312,Jane,Williams,user2312@company.com,+1-678-979-4897,Sales,Developer,136634.71,2021-01-12,New York,AZ,Canada,Contract,3.17,2,"Communication, Excel"
EMP002313,Emily,Smith,user2313@company.com,+1-410-287-9936,HR,Coordinator,67435.58,2025-11-25,New York,IL,Germany,Intern,3.81,23,SQL
EMP002314,Lisa,Garcia,user2314@company.com,+1-928-566-1820,Engineering,Analyst,41476.85,2026-01-14,New York,IL,Canada,Full-time,3.23,3,"Excel, SQL"
EMP002315,Emily,Miller,user2315@company.com,+1-205-661-8162,Finance,Manager,104319.95,2023-06-10,Phoenix,AZ,Canada,Full-time,2.62,17,"JavaScript, SQL, Python"
EMP002316,Robert,Williams,user2316@company.com,+1-817-734-7341,Engineering,Manager,39170.46,2025-12-07,New York,AZ,Germany,Intern,4.76,14,"Communication, Excel, SQL"
EMP002317,Jane,Smith,user2317@company.com,+1-388-782-2261,Engineering,Analyst,144925.42,2023-03-25,Chicago,NY,USA,Intern,4.91,14,"JavaScript, Excel, Communication"
EMP002318,Emily,Johnson,user2318@company.com,+1-728-678-3510,IT,Coordinator,72632.51,2019-11-23,New York,NY,Canada,Intern,3.4,30,"JavaScript, SQL"
EMP002319,Robert,Williams,user2319@company.com,+1-950-491-4611,IT,Coordinator,115070.61,2025-04-18,Houston,TX,USA,Contract,3.5,28,JavaScript
EMP002320,John,Brown,user2320@company.com,+1-927-173-2486,Finance,Developer,114541.29,2021-06-02,Los Angeles,AZ,USA,Full-time,4.46,25,"Communication, JavaScript, Python"
EMP002321,David,Miller,user2321@company.com,+1-892-416-4371,Marketing,Developer,71644.35,2022-10-22,Houston,CA,Canada,Contract,4.47,6,"SQL, Excel"
EMP002322,Sarah,Smith,user2322@company.com,+1-815-261-4687,IT,Developer,118247.94,2020-09-24,Phoenix,CA,Germany,Full-time,4.1,2,"JavaScript, Communication"
EMP002323,David,Johnson,user2323@company.com,+1-296-151-9428,Sales,Specialist,146445.83,2020-03-23,Houston,NY,USA,Intern,4.86,28,"Communication, JavaScript, Python"
EMP002324,Jane,Johnson,user2324@company.com,+1-947-773-4893,Engineering,Manager,106972.79,2020-09-29,Phoenix,IL,UK,Part-time,4.37,9,"Communication, Python, SQL"
EMP002325,Sarah,Smith,user2325@company.com,+1-537-368-7667,IT,Specialist,132297.65,2021-09-19,New York,CA,Canada,Intern,4.5,22,Communication
EMP002326,Michael,Jones,user2326@company.com,+1-996-161-3638,Marketing,Developer,148902.56,2017-02-20,New York,CA,UK,Intern,4.81,8,"Python, SQL, JavaScript"
EMP002327,Jane,Johnson,user2327@company.com,+1-309-769-4051,Marketing,Manager,81661.56,2023-02-18,Los Angeles,TX,France,Intern,4.63,17,Communication
EMP002328,Lisa,Johnson,user2328@company.com,+1-360-838-8398,HR,Analyst,119431.44,2016-05-13,Houston,TX,Germany,Part-time,4.76,1,"JavaScript, Python, Communication"
EMP002329,Lisa,Garcia,user2329@company.com,+1-971-538-1389,Engineering,Developer,122458.22,2025-05-14,Los Angeles,TX,Canada,Intern,3.55,7,"SQL, JavaScript, Python"
EMP002330,John,Miller,user2330@company.com,+1-566-509-4408,Sales,Coordinator,64727.74,2017-05-20,Houston,PA,France,Full-time,4.98,25,JavaScript
EMP002331,John,Brown,user2331@company.com,+1-619-149-7676,IT,Specialist,68376.09,2016-03-16,Houston,AZ,France,Full-time,3.9,3,Python
EMP002332,Lisa,Williams,user2332@company.com,+1-903-189-1367,Sales,Analyst,37500.6,2025-12-21,Phoenix,PA,France,Contract,3.36,8,"SQL, Excel, JavaScript"
EMP002333,Michael,Garcia,user2333@company.com,+1-276-431-7054,Marketing,Coordinator,131849.04,2024-12-24,New York,AZ,Canada,Intern,2.85,24,"JavaScript, Communication, SQL"
EMP002334,Emily,Smith,user2334@company.com,+1-889-244-9390,IT,Analyst,136139.45,2017-12-31,New York,NY,France,Intern,4.48,20,"Excel, Python"
EMP002335,Sarah,Garcia,user2335@company.com,+1-664-690-1150,Finance,Coordinator,102780.19,2020-06-07,Phoenix,NY,Canada,Contract,4.16,19,"Excel, Python"
EMP002336,Jane,Johnson,user2336@company.com,+1-438-588-3830,Engineering,Specialist,68288.58,2023-06-22,Houston,AZ,UK,Intern,2.7,26,Python
EMP002337,Jane,Smith,user2337@company.com,+1-401-292-4073,Engineering,Coordinator,45832.75,2018-03-14,Houston,PA,Germany,Contract,3.99,7,JavaScript
EMP002338,John,Smith,user2338@company.com,+1-677-760-9196,Finance,Specialist,79666.71,2021-07-10,New York,IL,Germany,Contract,4.73,4,"JavaScript, Excel"
EMP002339,John,Garcia,user2339@company.com,+1-652-549-5805,Marketing,Manager,39739.66,2020-06-10,Houston,NY,Germany,Contract,4.23,20,"SQL, Excel"
EMP002340,Jane,Garcia,user2340@company.com,+1-510-699-8691,Marketing,Analyst,125172.43,2019-09-15,Houston,AZ,Germany,Intern,2.54,8,"Excel, JavaScript"
EMP002341,Robert,Garcia,user2341@company.com,+1-741-739-8729,Sales,Specialist,80113.33,2024-04-22,Houston,PA,France,Full-time,2.74,17,Python
EMP002342,Michael,Williams,user2342@company.com,+1-936-533-2393,Sales,Analyst,55771.57,2025-10-14,Chicago,CA,France,Part-time,3.36,17,"Excel, Communication, JavaScript"
EMP002343,John,Jones,user2343@company.com,+1-910-160-4531,Engineering,Coordinator,131486.8,2016-05-21,Houston,AZ,USA,Contract,4.24,27,"SQL, Python"
EMP002344,Robert,Smith,user2344@company.com,+1-445-897-7518,Engineering,Coordinator,75919.29,2024-11-25,New York,AZ,France,Full-time,2.63,7,"Communication, SQL"
EMP002345,David,Jones,user2345@company.com,+1-448-525-6073,Marketing,Manager,147340.43,2019-02-23,Houston,AZ,Germany,Intern,4.88,29,"SQL, Communication"
EMP002346,Sarah,Garcia,user2346@company.com,+1-275-164-6415,HR,Manager,97191.0,2019-03-30,Phoenix,PA,Canada,Full-time,2.81,29,SQL
EMP002347,Michael,Williams,user2347@company.com,+1-257-677-5965,Engineering,Developer,111632.57,2021-03-07,Houston,IL,France,Full-time,3.58,30,"Excel, SQL, JavaScript"
EMP002348,John,Brown,user2348@company.com,+1-826-627-1418,Sales,Developer,105605.65,2016-06-17,Chicago,PA,France,Contract,2.97,28,"Communication, SQL"
EMP002349,John,Miller,user2349@company.com,+1-701-872-6053,HR,Manager,78257.96,2020-06-13,Phoenix,CA,Germany,Full-time,2.64,27,"SQL, Python"
